LOCATION_ID_BSA,LOCATION_NAME,Lat_GDA94,Long_GDA04,SURVEY_DATE,Time_HHMMSS,Depth_m,Data qualifier for Chlorophyll-a (ug/L),Chlorophyll-a (ug/L),Data qualifier for Secchi depth (metres),Secchi depth (metres),Data qualifier for Ammonia as N (mg/L),Ammonia as N (mg/L),Data qualifier for Nitrogen Oxides as N (mg/L),Nitrogen Oxides as N (mg/L),Data qualifier for Total Nitrogen as N (mg/L),Total Nitrogen as N (mg/L),Data qualifier for Organic Nitrogen as N (mg/L),Organic Nitrogen as N (mg/L),Data qualifier for Dissolved Oxygen concentration (mg/L),Dissolved Oxygen concentration (mg/L),Data qualifier for Dissolved Oxygen % saturation (%),Dissolved Oxygen % saturation (%),Data qualifier for pH (Unit),pH (Unit),Data qualifier for Filterable Reactive Phosphorus as P (mg/L),Filterable Reactive Phosphorus as P (mg/L),Data qualifier for Total Phosphorus as P (mg/L),Total Phosphorus as P (mg/L),Data qualifier for Salinity (PSU),Salinity (PSU),Data qualifier for Specific Conductance at 25 deg C (mS/cm),Specific Conductance at 25 deg C (mS/cm),Data qualifier for Temperature (deg C),Temperature (deg C),Data qualifier for Turbidity (NTU),Turbidity (NTU)
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/03/1999,94800,0.2,,7.1,,,,0.12,,0.1,,0.67,,0.45,,,,,,,,0.005,,0.034,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/03/1999,95000,0.2,,,,0.35,,,,,,,,,,4.7,,63.1,,7.29,,,,,,9.58,,16.3,,27.3,,16
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/03/1999,95000,2,,,,,,,,,,,,,,4.8,,64.6,,7.39,,,,,,11.2,,18.9,,26.9,,19
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/03/1999,95000,4,,,,,,,,,,,,,,4.9,,66.1,,7.48,,,,,,12.6,,21.1,,26.8,,17
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/03/1999,95000,5.5,,,,,,,,,,,,,,4.9,,65.9,,7.51,,,,,,12.7,,21.2,,26.8,,25
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/04/1999,84500,0.2,,2.5,,,,0.016,,0.033,,0.289,,0.24,,,,,,,,0.003,,0.018,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/04/1999,84800,0.2,,,,1,,,,,,,,,,7.5,,101.5,,7.58,,,,,,25.6,,40.1,,22.99,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/04/1999,84800,2,,,,,,,,,,,,,,7.2,,97.7,,7.6,,,,,,25.8,,40.3,,23.16,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/04/1999,84800,4,,,,,,,,,,,,,,7.1,,96.9,,7.61,,,,,,25.9,,40.5,,23.13,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/04/1999,84800,5,,,,,,,,,,,,,,7.1,,96.1,,7.63,,,,,,25.9,,40.5,,23.12,,19
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/05/1999,110900,0.2,,,,0.9,,,,,,,,,,6.1,,79,,7.69,,,,,,24.3,,38.3,,20.8,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/05/1999,111500,0.2,,5.9,,,,0.009,,0.014,,0.213,,0.19,,,,,,,,0.002,,0.02,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/05/1999,110900,2,,,,,,,,,,,,,,6.2,,79.1,,7.7,,,,,,24.1,,38,,20.7,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/05/1999,110900,4,,,,,,,,,,,,,,6.1,,79,,7.72,,,,,,24.2,,38.1,,20.7,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/05/1999,110900,5.5,,,,,,,,,,,,,,6.1,,78.9,,7.72,,,,,,24.2,,38.1,,20.7,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/06/1999,101500,0.2,,2.1,,1.3,,,,,,,,,,6.9,,82.6,,7.27,,,,,,22.7,,36,,17.29,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/06/1999,102500,0.2,,,,,,0.05,,0.049,,0.289,,0.19,,,,,,,,0.004,,0.015,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/06/1999,101500,2,,,,,,,,,,,,,,6.6,,78.7,,7.28,,,,,,23.1,,36.5,,17.41,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/06/1999,101500,3,,,,,,,,,,,,,,6.4,,76.8,,7.31,,,,,,23.8,,37.5,,17.56,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/07/1999,113000,0.2,,1.2,,,,0.035,,0.064,,0.379,,0.28,,,,,,,,0.005,,0.016,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/07/1999,113500,0.2,,,,0.8,,,,,,,,,,6.7,,80.6,,7.46,,,,,,18.6,,30,,18.81,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/07/1999,113500,2,,,,,,,,,,,,,,6.6,,79,,7.46,,,,,,19,,30.6,,18.66,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/07/1999,113500,4,,,,,,,,,,,,,,6.6,,79,,7.51,,,,,,20.5,,32.8,,18.41,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/08/1999,91800,0.2,,,,0.75,,,,,,,,,,6.8,,77.9,,7.52,,,,,,14,,23.2,,18.2,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/08/1999,94000,0.2,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/08/1999,94500,0.2,,,,,,0.018,,0.067,,0.355,,0.27,,,,,,,,0.003,,0.016,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/08/1999,91800,2,,,,,,,,,,,,,,6.7,,77.7,,7.55,,,,,,14.4,,23.8,,18.1,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/08/1999,91800,4,,,,,,,,,,,,,,6.8,,78.2,,7.57,,,,,,14.8,,24.4,,18.1,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/08/1999,91800,5,,,,,,,,,,,,,,6.8,,78.4,,7.59,,,,,,15,,24.7,,18.1,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/09/1999,124500,0.2,,1.1,,,,0.012,,0.021,,0.203,,0.17,,,,,,,,0.002,,0.014,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/09/1999,124800,0.2,,,,1.9,,,,,,,,,,6.5,,85.3,,7.61,,,,,,23,,36.4,,21.93,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/09/1999,124800,2,,,,,,,,,,,,,,6.5,,84.6,,7.61,,,,,,23.2,,36.7,,21.77,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/09/1999,124800,3.5,,,,,,,,,,,,,,6.4,,83.8,,7.61,,,,,,23.4,,37,,21.56,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/02/2000,103700,0.2,,3.2,,,,0.004,,0.013,,0.21,,0.193,,,,,,,,0.002,,0.016,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/02/2000,104400,0.2,,,,0.7,,,,,,,,,,5.3,,76.4,,7.52,,,,,,29.8,,45.9,,25.14,,17
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/02/2000,104400,2,,,,,,,,,,,,,,5.5,,79.5,,7.54,,,,,,29.9,,46.1,,25.08,,20
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/02/2000,104400,4,,,,,,,,,,,,,,5.6,,80.5,,7.54,,,,,,30,,46.3,,25.05,,31
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/02/2000,104400,5.5,,,,,,,,,,,,,,5.6,,80.9,,7.55,,,,,,30.1,,46.3,,25.05,,35
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/03/2000,113000,0.2,,3.1,,,,0.003,,0.026,,0.2,,0.171,,,,,,,<,0.002,,0.012,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/03/2000,113400,0.2,,,,1.2,,,,,,,,,,5.4,,78.8,,7.07,,,,,,30.5,,47,,25.72,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/03/2000,113400,2,,,,,,,,,,,,,,5.2,,76,,7.15,,,,,,30.9,,47.4,,25.62,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/03/2000,113400,4,,,,,,,,,,,,,,5.2,,75.7,,7.19,,,,,,31.1,,47.8,,25.57,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/05/2000,112500,0.2,,1.5,,,,0.006,,0.005,,0.21,,0.199,,,,,,,<,0.002,,0.01,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/05/2000,112900,0.2,,,>,1.3,,,,,,,,,,6.7,,91,,7.64,,,,,,28.4,,43.9,,22.2,,0
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/05/2000,112900,2,,,,,,,,,,,,,,7,,95.6,,7.68,,,,,,28.9,,44.7,,22.4,,0
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/06/2000,103600,0.2,,1.3,,,,0.005,,0.003,,0.19,,0.182,,,,,,,<,0.002,,0.01,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/06/2000,113800,0.2,,,,2.2,,,,,,,,,,6.5,,82.9,,7.93,,,,,,27.7,,43,,19.1,,3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/06/2000,113800,2,,,,,,,,,,,,,,6.4,,81.9,,7.94,,,,,,28.6,,44.2,,18.7,,3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/06/2000,113800,4,,,,,,,,,,,,,,6.4,,81.7,,7.98,,,,,,29.4,,45.3,,18.6,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,3/08/2000,110800,0.2,,1.9,,1.2,,0.006,,0.009,,0.21,,0.195,,6.5,,83.1,,7.87,<,0.002,,0.013,,33.1,,50.5,,17.5,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,3/08/2000,110800,2,,,,,,,,,,,,,,6.5,,82.9,,7.88,,,,,,33.1,,50.4,,17.5,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,3/08/2000,110800,4,,,,,,,,,,,,,,6.5,,83.1,,7.88,,,,,,33.1,,50.5,,17.4,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/09/2000,93500,0.2,,1,,1.3,<,0.002,,0.007,,0.15,,0.141,,5.8,,85.4,,7.75,<,0.002,,0.01,,37.6,,56.4,,23.8,,1
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/09/2000,93500,2,,,,,,,,,,,,,,5.8,,85.4,,7.76,,,,,,37.8,,56.7,,23.8,,3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/09/2000,93500,3.5,,,,,,,,,,,,,,6.3,,93.1,,7.77,,,,,,37.8,,56.8,,23.7,,3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/10/2000,83400,0.2,,1.9,,,,0.007,,0.011,,0.16,,0.142,,,,,,,<,0.002,,0.013,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/10/2000,83900,0.2,,,,1.1,,,,,,,,,,6,,88.9,,7.43,,,,,,38.1,,57.1,,24.05,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/10/2000,83900,2,,,,,,,,,,,,,,6,,88,,7.46,,,,,,38.1,,57.2,,24.01,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/10/2000,83900,4,,,,,,,,,,,,,,5.9,,87.6,,7.48,,,,,,38.1,,57.2,,23.99,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/10/2000,83900,5,,,,,,,,,,,,,,5.9,,87.5,,7.5,,,,,,38.1,,57.1,,23.99,,16
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/11/2000,102000,0.2,,3.1,,0.55,,0.031,,0.076,,0.58,,0.473,,5.9,,78.3,,7.32,<,0.002,,0.03,,19.2,,30.9,,24.26,,23
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/11/2000,102000,2,,,,,,,,,,,,,,5.9,,78.4,,7.36,,,,,,20.2,,32.4,,24.08,,45
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/11/2000,102000,4,,,,,,,,,,,,,,5.9,,78.4,,7.39,,,,,,20.2,,32.4,,24.05,,51
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/11/2000,102000,5,,,,,,,,,,,,,,5.9,,78.5,,7.41,,,,,,20.2,,32.4,,24.05,,66
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/12/2000,94500,0.2,,3.2,,,,0.003,,0.017,,0.26,,0.24,,,,,,,<,0.002,,0.014,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/12/2000,94600,0.2,,,,0.5,,,,,,,,,,5.1,,76.3,,7.7,,,,,,31.7,,48.6,,27.1,,25
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/12/2000,94600,2,,,,,,,,,,,,,,5.2,,77.4,,7.71,,,,,,31.8,,48.7,,27.1,,46
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/12/2000,94600,4,,,,,,,,,,,,,,5.1,,77.1,,7.71,,,,,,31.9,,48.8,,27.1,,45
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/12/2000,94600,4.5,,,,,,,,,,,,,,4.9,,73.7,,7.71,,,,,,31.8,,48.7,,27.1,,42
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/01/2001,81800,0.2,,2.9,,,,0.008,,0.014,,0.2,,0.178,,,,,,,<,0.002,,0.007,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/01/2001,82200,0.2,,,,1.3,,,,,,,,,,5.2,,80.8,,7.83,,,,,,35.8,,54.1,,27.6,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/01/2001,82200,2,,,,,,,,,,,,,,5.2,,80.1,,7.84,,,,,,35.7,,54,,27.5,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/01/2001,82200,4,,,,,,,,,,,,,,5.2,,80.3,,7.84,,,,,,35.8,,54.1,,27.5,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/01/2001,82200,5,,,,,,,,,,,,,,5.2,,79.9,,7.86,,,,,,35.9,,54.2,,27.4,,17
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/02/2001,73000,0.2,,3.2,,,,0.044,,0.089,,0.6,,0.467,,,,,,,,0.004,,0.024,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/02/2001,73500,0.2,,,,0.7,,,,,,,,,,5.2,,68.6,,7.54,,,,,,13.6,,22.5,,25.22,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/02/2001,73500,2,,,,,,,,,,,,,,5.3,,69.2,,7.56,,,,,,13.9,,23.1,,25.18,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/02/2001,73500,4,,,,,,,,,,,,,,5.3,,69.8,,7.57,,,,,,14.2,,23.4,,25.15,,24
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/03/2001,80300,0.2,,4.1,,1.3,,0.032,,0.07,,0.42,,0.318,,4.7,,67.1,,7.4,<,0.002,,0.013,,23.2,,36.6,,27.3,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/03/2001,80300,2,,,,,,,,,,,,,,4.2,,60.4,,7.4,,,,,,24.8,,38.9,,27.3,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/03/2001,80300,4,,,,,,,,,,,,,,4.1,,58.9,,7.4,,,,,,25.1,,39.3,,27.3,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/04/2001,111100,0.2,,2.5,,,,0.022,,0.064,,0.31,,0.224,,,,,,,<,0.002,,0.012,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/04/2001,111300,0.2,,,,1,,,,,,,,,,5.4,,74.8,,7.61,,,,,,27.6,,42.9,,23.4,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/04/2001,111300,2,,,,,,,,,,,,,,5.5,,75.8,,7.63,,,,,,27.8,,43.2,,23.3,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,11/04/2001,111300,3.5,,,,,,,,,,,,,,5.5,,75.1,,7.64,,,,,,27.9,,43.3,,23.3,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/05/2001,100000,0.2,,3.1,,,,0.005,,0.025,,0.28,,0.25,,,,,,,<,0.002,,0.013,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/05/2001,100900,0.2,,,,1.3,,,,,,,,,,6.3,,84.5,,7.49,,,,,,29.5,,45.5,,21.44,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/05/2001,100900,2,,,,,,,,,,,,,,6.3,,84.5,,7.51,,,,,,29.6,,45.6,,21.42,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/05/2001,100900,4,,,,,,,,,,,,,,6.3,,84.5,,7.53,,,,,,29.7,,45.7,,21.39,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/05/2001,100900,6,,,,,,,,,,,,,,6.3,,84.1,,7.58,,,,,,29.7,,45.8,,21.36,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/06/2001,90000,0.2,,3.1,,1.1,,0.005,,0.015,,0.2,,0.18,,6.2,,82.9,,7.77,<,0.002,,0.013,,33.3,,50.8,,19.5,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/06/2001,90000,2,,,,,,,,,,,,,,6.3,,82.9,,7.76,,,,,,33.4,,50.9,,19.4,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/06/2001,90000,4,,,,,,,,,,,,,,6.3,,83,,7.76,,,,,,33.4,,50.9,,19.4,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/07/2001,84000,0.2,,2.9,,,,0.004,,0.021,,0.19,,0.165,,,,,,,<,0.002,,0.007,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/07/2001,84500,0.2,,,,1.9,,,,,,,,,,7.2,,95.5,,7.76,,,,,,34.8,,52.8,,18.76,,3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/07/2001,84500,2,,,,,,,,,,,,,,7.2,,95.5,,7.79,,,,,,34.9,,52.9,,18.75,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/07/2001,84500,4,,,,,,,,,,,,,,7.2,,95.2,,7.8,,,,,,35,,53,,18.73,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/08/2001,82800,0.2,,,,1.2,,,,,,,,,,6.7,,86.3,,7.81,,,,,,31.8,,48.7,,18.3,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/08/2001,83000,0.2,,2.5,,,,0.003,,0.01,,0.23,,0.217,,,,,,,<,0.002,,0.008,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/08/2001,82800,2,,,,,,,,,,,,,,6.5,,84.5,,7.82,,,,,,32.4,,49.6,,18.3,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/08/2001,82800,4,,,,,,,,,,,,,,6.5,,83.8,,7.85,,,,,,32.6,,49.9,,18.3,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/09/2001,90800,0.2,,1.9,,1.4,,0.004,,0.011,,0.19,,0.175,,6.7,,87.5,,7.93,<,0.002,,0.016,,31.9,,48.9,,18.96,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/09/2001,90800,2,,,,,,,,,,,,,,6.7,,87.4,,7.93,,,,,,31.9,,48.8,,18.97,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/09/2001,90800,4,,,,,,,,,,,,,,6.7,,87.1,,7.92,,,,,,32.2,,49.3,,18.95,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/09/2001,90800,5,,,,,,,,,,,,,,6.7,,87.1,,7.93,,,,,,32.2,,49.3,,18.96,,27
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/10/2001,135500,0.2,,2.3,,1.8,,0.004,,0.015,,0.17,,0.151,,6.3,,92.6,,7.79,<,0.002,,0.007,,35.5,,53.8,,24.61,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/10/2001,135500,2,,,,,,,,,,,,,,6.3,,92.4,,7.83,,,,,,35.6,,53.9,,24.59,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,10/10/2001,135500,3,,,,,,,,,,,,,,6.3,,92.3,,7.84,,,,,,35.6,,53.8,,24.58,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/11/2001,114500,0.2,,2.2,,1.8,,0.004,,0.019,,0.18,,0.157,,5,,74,,7.76,<,0.002,,0.008,,35.4,,53.6,,24.62,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/11/2001,114500,2,,,,,,,,,,,,,,5.1,,75.5,,7.76,,,,,,35.4,,53.6,,24.44,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/11/2001,114500,4,,,,,,,,,,,,,,5.2,,75.8,,7.76,,,,,,35.4,,53.6,,24.39,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/01/2002,141900,0.2,,3.3,,1.1,,0.004,<,0.002,,0.27,,0.264,,6.7,,102.2,,7.89,<,0.002,,0.012,,26.5,,41.3,,29.82,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/01/2002,141900,2,,,,,,,,,,,,,,5.9,,87.7,,7.78,,,,,,28,,43.5,,28.12,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/01/2002,141900,4,,,,,,,,,,,,,,5.3,,78.9,,7.71,,,,,,29.7,,45.7,,27.29,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/02/2002,93900,0.2,,12.7,,0.5,,0.009,<,0.002,,0.37,,0.359,,6.2,,89.8,,7.97,<,0.002,,0.027,,22.3,,35.3,,28.36,,28
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/02/2002,93900,2,,,,,,,,,,,,,,6.1,,89.2,,7.98,,,,,,22.8,,36.2,,28.3,,33
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/02/2002,93900,4,,,,,,,,,,,,,,6,,87.4,,7.98,,,,,,23.1,,36.5,,28.26,,64
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/02/2002,93900,5,,,,,,,,,,,,,,5.9,,86.6,,7.98,,,,,,23.1,,36.5,,28.25,,77
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/03/2002,100800,0.2,,4.8,,0.75,,0.006,<,0.002,,0.3,,0.292,,6.1,,85.8,,7.7,<,0.002,,0.015,,21.6,,34.3,,26.23,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/03/2002,100800,2,,,,,,,,,,,,,,6,,84.3,,7.74,,,,,,23,,36.4,,25.81,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/03/2002,100800,4,,,,,,,,,,,,,,6,,83.7,,7.75,,,,,,23.6,,37.2,,25.73,,16
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/03/2002,100800,5.5,,,,,,,,,,,,,,5.9,,83.1,,7.75,,,,,,23.7,,37.3,,25.73,,31
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/04/2002,105500,0.2,,2.5,,1.4,<,0.002,<,0.002,,0.21,,0.206,,6,,85.3,,7.67,<,0.002,,0.01,,32.5,,49.6,,23.25,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/04/2002,105500,2,,,,,,,,,,,,,,6,,85,,7.67,,,,,,32.5,,49.7,,23.21,,4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/04/2002,105500,4,,,,,,,,,,,,,,6,,84.8,,7.67,,,,,,32.6,,49.8,,23.15,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/04/2002,105500,5,,,,,,,,,,,,,,6,,84.4,,7.66,,,,,,32.6,,49.8,,23.13,,6
