LOCATION_ID_BSA,LOCATION_NAME,Lat_GDA94,Long_GDA04,SURVEY_DATE,Time_HHMMSS,Depth_m,Data qualifier for Chlorophyll-a (ug/L),Chlorophyll-a (ug/L),Data qualifier for Secchi depth (metres),Secchi depth (metres),Data qualifier for Ammonia as N (mg/L),Ammonia as N (mg/L),Data qualifier for Nitrogen Oxides as N (mg/L),Nitrogen Oxides as N (mg/L),Data qualifier for Total Nitrogen as N (mg/L),Total Nitrogen as N (mg/L),Data qualifier for Organic Nitrogen as N (mg/L),Organic Nitrogen as N (mg/L),Data qualifier for Dissolved Oxygen concentration (mg/L),Dissolved Oxygen concentration (mg/L),Data qualifier for Dissolved Oxygen % saturation (%),Dissolved Oxygen % saturation (%),Data qualifier for pH (Unit),pH (Unit),Data qualifier for Filterable Reactive Phosphorus as P (mg/L),Filterable Reactive Phosphorus as P (mg/L),Data qualifier for Total Phosphorus as P (mg/L),Total Phosphorus as P (mg/L),Data qualifier for Salinity (PSU),Salinity (PSU),Data qualifier for Specific Conductance at 25 deg C (mS/cm),Specific Conductance at 25 deg C (mS/cm),Data qualifier for Temperature (deg C),Temperature (deg C),Data qualifier for Turbidity (NTU),Turbidity (NTU)
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/01/2010,125600,0.2,,2.8,,0.8,<,0.002,<,0.002,,0.28,,0.276,,5,,74.4,,7.8,<,0.002,,0.015,,23.1,,36.6,,29.67,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/01/2010,125600,2,,,,,,,,,,,,,,4.8,,70.7,,7.75,,,,,,23.5,,37,,28.95,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/01/2010,125600,3.5,,,,,,,,,,,,,,4.7,,68.9,,7.74,,,,,,23.8,,37.5,,28.9,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/02/2010,104600,0.2,,8.1,,0.25,,0.14,,0.079,,1.2,,0.981,,4.2,,56.2,,6.96,,0.011,,0.065,,4.65,,8.37,,28.5,,41
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/02/2010,104600,2,,,,,,,,,,,,,,4.3,,57.5,,6.95,,,,,,6.69,,11.7,,28.41,,33
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/02/2010,104600,4,,,,,,,,,,,,,,4.5,,60.9,,7.05,,,,,,8.78,,15.1,,28.49,,27
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/02/2010,104600,5.5,,,,,,,,,,,,,,4.7,,63,,7.11,,,,,,9.02,,15.5,,28.49,,26
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/03/2010,110300,0.2,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/03/2010,110400,0.2,,,,0.2,,0.076,,0.093,,1.6,,1.431,,5.7,,69.3,,6.95,,0.012,,0.08,,1.08,,2.09,,24.83,,85
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/03/2010,110400,2,,,,,,,,,,,,,,5.6,,68.1,,6.88,,,,,,1.21,,2.34,,24.44,,87
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/03/2010,110400,4,,,,,,,,,,,,,,5.6,,67.7,,6.85,,,,,,1.37,,2.63,,24.25,,88
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/04/2010,125600,0.2,,5.5,,0.9,,0.034,,0.095,,0.7,,0.571,,5.9,,76.8,,7.41,,0.004,,0.028,,15.7,,25.8,,24.4,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/04/2010,125600,2,,,,,,,,,,,,,,5.1,,66.9,,7.28,,,,,,17.2,,27.9,,23.89,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/04/2010,125600,4,,,,,,,,,,,,,,5,,66.1,,7.3,,,,,,19.3,,31,,23.88,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/04/2010,125600,5,,,,,,,,,,,,,,4.9,,65.1,,7.29,,,,,,19.8,,31.7,,23.88,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/05/2010,85100,0.2,,2.7,,1.1,,0.023,,0.045,,0.35,,0.282,,6.1,,78.9,,7.64,<,0.002,,0.015,,26.5,,41.4,,20.7,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/05/2010,85100,2,,,,,,,,,,,,,,6,,78.9,,7.65,,,,,,27.3,,42.4,,20.7,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/05/2010,85100,3.5,,,,,,,,,,,,,,6.1,,79.9,,7.66,,,,,,27.6,,42.9,,20.7,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/06/2010,74200,0.2,,1.9,,0.9,,0.022,,0.042,,0.29,,0.226,,7,,88.6,,7.85,<,0.002,,0.012,,28.2,,43.7,,18.43,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/06/2010,74200,2,,,,,,,,,,,,,,6.9,,87.3,,7.85,,,,,,28.4,,44,,18.47,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/06/2010,74200,4,,,,,,,,,,,,,,6.9,,87.2,,7.85,,,,,,28.5,,44.2,,18.46,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/06/2010,74200,5,,,,,,,,,,,,,,6.9,,87.6,,7.86,,,,,,29,,44.8,,18.48,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/07/2010,103900,0.2,,1.7,,1.2,,0.008,,0.018,,0.2,,0.174,,6.6,,86.7,,7.8,,0.002,,0.011,,32.1,,49.1,,19.07,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/07/2010,103900,2,,,,,,,,,,,,,,6.6,,85.9,,7.83,,,,,,32.3,,49.4,,18.9,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/07/2010,103900,4,,,,,,,,,,,,,,6.6,,85.6,,7.85,,,,,,32.5,,49.6,,18.84,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/07/2010,103900,4.5,,,,,,,,,,,,,,6.6,,85.6,,7.85,,,,,,32.5,,49.7,,18.84,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/08/2010,101700,0.2,,3,,0.7,,0.026,,0.039,,0.33,,0.265,,5.9,,72.5,,7.98,,0.002,,0.02,,24.2,,38.1,,18.5,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/08/2010,101700,2,,,,,,,,,,,,,,5.9,,73.2,,8.02,,,,,,25.1,,39.4,,18.38,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/08/2010,101700,4,,,,,,,,,,,,,,6.1,,75.3,,8.06,,,,,,26,,40.7,,18.28,,17
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,26/08/2010,101700,5,,,,,,,,,,,,,,6.1,,76.5,,8.1,,,,,,26.8,,41.8,,18.23,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/09/2010,91000,0.2,,2.5,,1,,0.057,,0.029,,0.44,,0.354,,5.1,,65.5,,7.69,,0.024,,0.049,,19.7,,31.6,,21.87,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/09/2010,91000,2,,,,,,,,,,,,,,5.1,,65.1,,7.68,,,,,,21.4,,34.2,,21.71,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/09/2010,91000,4,,,,,,,,,,,,,,5.3,,69.3,,7.83,,,,,,24.8,,39,,21.6,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,22/09/2010,91000,6,,,,,,,,,,,,,,5.6,,73.9,,7.92,,,,,,26,,40.7,,21.58,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,27/10/2010,122200,0.2,,,,1.1,<,0.002,,0.018,,0.25,,0.23,,6.2,,87.7,,7.86,<,0.002,,0.013,,24.7,,38.8,,26.07,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,27/10/2010,122200,2,,,,,,,,,,,,,,6.1,,86.6,,7.82,,,,,,25.9,,40.5,,25.33,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,27/10/2010,122200,4,,,,,,,,,,,,,,6.3,,89.4,,7.88,,,,,,27.8,,43.2,,25.21,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,27/10/2010,122200,5.5,,,,,,,,,,,,,,6.3,,89.2,,7.88,,,,,,28,,43.4,,25.2,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/11/2010,110000,0.2,,1.3,,1,<,0.002,,0.004,,0.18,,0.174,,6.7,,93.5,,7.74,<,0.002,,0.011,,30.7,,47.2,,23.52,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/11/2010,110000,2,,,,,,,,,,,,,,6.6,,93.2,,7.71,,,,,,30.8,,47.3,,23.46,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/11/2010,110000,4,,,,,,,,,,,,,,6.6,,92.6,,7.68,,,,,,30.8,,47.3,,23.21,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/11/2010,110000,5.5,,,,,,,,,,,,,,6.6,,91.8,,7.66,,,,,,30.8,,47.4,,23.2,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/12/2010,72000,0.2,,,,0.1,,0.059,,0.082,,1.5,,1.359,,6.8,,82,,6.18,,0.011,,0.078,,0.136,,0.271,,24.82,,120
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/12/2010,72000,2,,,,,,,,,,,,,,6.8,,81.5,,6.12,,,,,,0.136,,0.271,,24.77,,119
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,16/12/2010,72000,4,,,,,,,,,,,,,,6.8,,81.5,,6.12,,,,,,0.136,,0.272,,24.78,,121
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/02/2011,94600,0.2,,31.7,,0.25,,0.038,,0.17,,1.3,,1.092,,5.5,,71,,6.97,,0.006,,0.066,,2.19,,4.12,,27.7,,62
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/02/2011,94600,2,,,,,,,,,,,,,,5.4,,68.7,,6.9,,,,,,2.64,,4.93,,27.39,,79
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/02/2011,94600,4,,,,,,,,,,,,,,5.9,,77.2,,7.09,,,,,,6.2,,10.9,,27.27,,50
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/02/2011,94600,5,,,,,,,,,,,,,,6.1,,79.4,,7.18,,,,,,6.97,,12.2,,27.26,,50
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/02/2011,123000,0.2,,22.8,,0.7,,0.006,,0.037,,0.74,,0.697,,7.5,,101,,7.86,,0.004,,0.039,,12.1,,20.3,,27.27,,22
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/02/2011,123000,2,,,,,,,,,,,,,,7.1,,95.9,,7.74,,,,,,13,,21.6,,26.79,,24
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/02/2011,123000,4,,,,,,,,,,,,,,5.9,,79.7,,7.67,,,,,,13.9,,23,,26.73,,44
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/03/2011,121300,0.2,,0.2,,0.2,,0.032,,0.045,,1.1,,1.023,,6.8,,84,,6.1,,0.005,,0.071,,0.053,,0.106,,25.81,,132
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/03/2011,121300,2,,,,,,,,,,,,,,6.9,,84,,6.01,,,,,,0.053,,0.106,,25.7,,138
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/03/2011,121300,4,,,,,,,,,,,,,,6.9,,84,,5.96,,,,,,0.053,,0.106,,25.69,,153
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/03/2011,121300,5,,,,,,,,,,,,,,6.8,,83.9,,5.91,,,,,,0.053,,0.107,,25.68,,166
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,25/05/2011,145000,0.2,,10.4,,0.5,,0.033,,0.18,,0.79,,0.577,,7.7,,90.9,,7.49,,0.007,,0.036,,8.96,,15.4,,20.81,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,25/05/2011,145000,2,,,,,,,,,,,,,,6.4,,77.4,,7.36,,,,,,12.7,,21.2,,20.89,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,25/05/2011,145000,4,,,,,,,,,,,,,,5.5,,67.1,,7.34,,,,,,15.2,,25,,21.18,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,25/05/2011,145000,5,,,,,,,,,,,,,,5.3,,64.9,,7.33,,,,,,15.8,,25.8,,21.17,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/06/2011,152400,0.2,,6.8,,1.3,,0.076,,0.16,,0.56,,0.324,,7,,84.5,,7.71,,0.006,,0.019,,17.5,,28.4,,19.4,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/06/2011,152400,2,,,,,,,,,,,,,,6.9,,83.1,,7.67,,,,,,17.9,,29,,19.58,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/06/2011,152400,4,,,,,,,,,,,,,,6.7,,82.1,,7.66,,,,,,18.7,,30.2,,19.61,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/07/2011,125900,0.2,,2.7,,1.6,,0.018,,0.044,,0.33,,0.268,,8.7,,104.6,,7.58,,0.003,,0.011,,23.3,,36.8,,17.48,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/07/2011,125900,2,,,,,,,,,,,,,,8.6,,103.1,,7.55,,,,,,23.5,,37.1,,17.34,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/07/2011,125900,4,,,,,,,,,,,,,,8.5,,102.2,,7.53,,,,,,23.6,,37.2,,17.31,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,6/07/2011,125900,6,,,,,,,,,,,,,,8.4,,101.4,,7.5,,,,,,23.7,,37.3,,17.3,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/09/2011,105400,0.2,,5.4,,0.7,,0.003,,0.003,,0.25,,0.244,,6.2,,84.4,,7.64,<,0.002,,0.016,,29.8,,46,,22.07,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/09/2011,105400,2,,,,,,,,,,,,,,6.1,,82.2,,7.66,,,,,,30.6,,47,,21.66,,16
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/09/2011,105400,4,,,,,,,,,,,,,,6,,82,,7.69,,,,,,31.2,,47.9,,21.5,,20
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/10/2011,100600,0.2,,3.6,,0.8,,0.007,,0.004,,0.18,,0.169,,5.9,,86.5,,7.75,<,0.002,,0.02,,31.8,,48.7,,25.46,,10.7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/10/2011,100600,2,,,,,,,,,,,,,,5.9,,85.8,,7.76,,,,,,32.2,,49.3,,25.28,,17.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/10/2011,100600,4,,,,,,,,,,,,,,5.8,,85.3,,7.76,,,,,,32.3,,49.4,,25.27,,19.6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,28/10/2011,100600,6,,,,,,,,,,,,,,5.8,,85,,7.76,,,,,,32.3,,49.4,,25.26,,24.4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/11/2011,75000,0.2,,1.3,,1.3,<,0.002,<,0.002,,0.26,,0.256,,6,,91.9,,7.81,<,0.002,,0.016,,34.4,,52.3,,27.52,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/11/2011,75000,2,,,,,,,,,,,,,,5.9,,91.1,,7.85,,,,,,34.8,,52.7,,27.24,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/11/2011,75000,4,,,,,,,,,,,,,,5.8,,89.3,,7.86,,,,,,34.9,,52.9,,27.19,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/12/2011,110200,0.2,,5.1,,0.2,,0.074,,0.12,,1.1,,0.906,,5.3,,65.7,,6.86,,0.006,,0.066,,1.48,,2.83,,25.81,,75.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/12/2011,110200,2,,,,,,,,,,,,,,5.3,,64.8,,6.79,,,,,,1.51,,2.89,,25.49,,78.4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/12/2011,110200,4,,,,,,,,,,,,,,5.2,,64.5,,6.76,,,,,,1.55,,2.96,,25.43,,83.7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,14/12/2011,110200,6,,,,,,,,,,,,,,5.2,,64.2,,6.74,,,,,,1.55,,2.97,,25.4,,96.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,12/01/2012,104900,0.2,,6.5,,0.6,,0.006,<,0.002,,0.48,,0.472,,5.8,,85.5,,7.75,<,0.002,,0.027,,23.5,,37,,28.75,,10.8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,12/01/2012,104900,2,,,,,,,,,,,,,,5.7,,84,,7.75,,,,,,23.7,,37.4,,28.61,,19
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,12/01/2012,104900,4,,,,,,,,,,,,,,5.7,,83.6,,7.75,,,,,,23.8,,37.6,,28.6,,22.9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,12/01/2012,104900,5,,,,,,,,,,,,,,5.7,,83.3,,7.75,,,,,,23.8,,37.6,,28.6,,32.8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/02/2012,101100,0.2,,2.1,,0.15,,0.075,,0.1,,1.1,,,,5.1,,68.2,,7.19,,0.018,,0.079,,10.1,,17.2,,27.26,,90.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/02/2012,101100,2,,,,,,,,,,,,,,5.3,,66.5,,7.09,,,,,,1.21,,2.34,,27.06,,97.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/02/2012,101100,4,,,,,,,,,,,,,,5.1,,64.6,,7.05,,,,,,1.32,,2.53,,26.92,,101.2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,9/02/2012,101100,6,,,,,,,,,,,,,,5.1,,64.3,,7.02,,,,,,1.45,,2.78,,26.97,,124.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/03/2012,90800,0.2,,1.9,,0.15,,0.028,,0.058,,0.85,,0.764,,6.4,,78,,6.56,,0.008,,0.066,,0.167,,0.333,,25.29,,69
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/03/2012,90800,2,,,,,,,,,,,,,,6.4,,77.7,,6.55,,,,,,0.166,,0.331,,25.23,,72.4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/03/2012,90800,4,,,,,,,,,,,,,,6.4,,77.7,,6.55,,,,,,0.166,,0.331,,25.22,,75.4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/03/2012,90800,6,,,,,,,,,,,,,,6.4,,77.5,,6.57,,,,,,0.166,,0.331,,25.23,,78.2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,29/03/2012,125400,0.2,,0.5,,0.2,,0.038,,0.07,,1,,0.892,,7.6,,90.9,,6.79,,0.008,,0.065,,0.145,,0.29,,24.42,,98.7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,29/03/2012,125400,2,,,,,,,,,,,,,,7.6,,90.5,,6.74,,,,,,0.142,,0.284,,23.88,,99.7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,29/03/2012,125400,4,,,,,,,,,,,,,,7.6,,90.1,,6.72,,,,,,0.139,,0.277,,23.6,,100.6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,29/03/2012,125400,4.5,,,,,,,,,,,,,,7.6,,89.7,,6.73,,,,,,0.139,,0.277,,23.58,,104.4
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/05/2012,81300,0.2,,2.9,,0.5,,0.063,,0.16,,0.64,,0.417,,6,,73.8,,7.39,,0.007,,0.028,,11.2,,18.9,,22.59,,11.5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/05/2012,81300,2,,,,,,,,,,,,,,5.9,,73.1,,7.39,,,,,,11.9,,19.9,,22.6,,12
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/05/2012,81300,4,,,,,,,,,,,,,,6,,76.2,,7.56,,,,,,17.6,,28.6,,22.41,,15.6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/06/2012,113400,0.2,,0.9,,0.25,,0.041,,0.11,,0.73,,0.579,,7.5,,78.3,,6.9,,0.008,,0.062,,1.04,,2.01,,17.12,,90.2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/06/2012,113400,2,,,,,,,,,,,,,,7.4,,77.2,,6.84,,,,,,1.16,,2.25,,16.95,,95.7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/06/2012,113400,4,,,,,,,,,,,,,,7.4,,76.6,,6.81,,,,,,1.26,,2.44,,16.93,,98.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/06/2012,113400,5.5,,,,,,,,,,,,,,7.3,,76.4,,6.79,,,,,,1.33,,2.57,,16.91,,106.9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/07/2012,104100,0.2,,1.4,,0.25,,0.025,,0.15,,0.72,,0.545,,9.4,,96.4,,7.32,,0.008,,0.049,,1.67,,3.19,,16.05,,73
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/07/2012,104100,2,,,,,,,,,,,,,,7.6,,78.2,,7.21,,,,,,1.67,,3.18,,16.03,,76
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/07/2012,104100,4,,,,,,,,,,,,,,7.6,,77.8,,7.2,,,,,,1.75,,3.33,,15.98,,73
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/08/2012,92900,0.2,,0.9,,0.5,,0.039,,0.13,,0.68,,0.511,,7.4,,80.1,,7.12,,0.007,,0.034,,6.87,,12,,17.04,,28.2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/08/2012,92900,2,,,,,,,,,,,,,,7.4,,79.6,,7.11,,,,,,6.9,,12.1,,17,,34.1
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,1/08/2012,92900,3.5,,,,,,,,,,,,,,7.3,,79.4,,7.09,,,,,,7.02,,12.3,,17.04,,38
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/09/2012,123100,0.2,,0.9,,1.1,,0.013,,0.057,,0.33,,0.26,,6.4,,80.4,,7.57,,0.002,,0.016,,21.1,,33.6,,20.16,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/09/2012,123100,2,,,,,,,,,,,,,,6.3,,78.4,,7.51,,,,,,21.3,,34,,19.47,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/09/2012,123100,4,,,,,,,,,,,,,,6.3,,78.3,,7.49,,,,,,21.6,,34.4,,19.44,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/09/2012,123100,5,,,,,,,,,,,,,,6.3,,78.8,,7.52,,,,,,22.6,,35.9,,19.45,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/10/2012,111800,0.2,,2,,0.95,,0.005,,0.004,,0.37,,0.361,,7.2,,93.8,,7.59,<,0.002,,0.015,,24.2,,38.1,,21.55,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/10/2012,111800,2,,,,,,,,,,,,,,7.1,,93,,7.6,,,,,,25.1,,39.4,,21.14,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,4/10/2012,111800,4,,,,,,,,,,,,,,7.1,,92.6,,7.61,,,,,,25.8,,40.4,,21.06,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/11/2012,153700,0.2,,1.9,,1.1,,0.006,,0.002,,0.2,,0.192,,6.3,,92,,7.77,<,0.002,,0.007,,29.6,,45.7,,25.95,,4.6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/11/2012,153700,2,,,,,,,,,,,,,,6.3,,91.4,,7.77,,,,,,30.1,,46.4,,25.58,,4.6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,7/11/2012,153700,4,,,,,,,,,,,,,,6.2,,89.5,,7.77,,,,,,30.3,,46.6,,25.45,,5.6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/12/2012,131700,0.2,,4.2,,1.25,,0.007,<,0.002,,0.22,,0.211,,5.8,,90.3,,7.74,<,0.002,,0.016,,33,,50.4,,29.08,,4.2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,5/12/2012,131700,2,,,,,,,,,,,,,,5.7,,88,,7.74,,,,,,33.1,,50.4,,28.64,,6.3
